t,TDS_p,F_tot ,F_p,V_rej,Rec_tot,Rec_mem,TDS_rej,TDS_mem,F_mem
0.03378016085790886,0.35,0.03534639466774392,0.8818762792966,0.0484387681004656,0.910709370664915,0.6366959928933639,0.5993715632364494,0.3766745468873128,0.6444444444444444
0.03592493297587135,0.35,0.03736618864875785,0.8412994861028307,0.05142881551407463,0.909575788476394,0.6194781767605269,0.4249803613511391,0.38219070133963745,0.6444444444444444
0.03592493297587135,0.39999999999999997,0.03736618864875785,0.7831470123189177,0.05142881551407463,0.909575788476394,0.5935214691128219,0.4249803613511391,0.38219070133963745,0.6444444444444444
0.03860589812332438,0.39999999999999997,0.04039587962027874,0.749725778744577,0.05518773226261159,0.9110096060155013,0.5778725095207768,0.6779261586802827,0.3790386130811662,0.6444444444444444
0.04075067024128687,0.39999999999999997,0.04241567360129267,0.7542713903162444,0.058177779676220565,0.9099882224057521,0.5800337357458686,0.6465043205027494,0.3853427895981087,0.6444444444444444
0.04075067024128687,0.4999999999999999,0.04241567360129267,0.8521759947638095,0.058177779676220565,0.9099882224057521,0.6241629234595483,0.6465043205027494,0.3183609141055949,0.6444444444444444
0.04343163538873995,0.4999999999999999,0.04544536457281356,0.8366422639239324,0.061765836572551414,0.9118672930364247,0.617456273786738,0.5443833464257659,0.4050433412135539,0.6444444444444444
0.04557640750670239,0.4999999999999999,0.04746515855382749,0.8022839257553669,0.0648413139122635,0.9106155003450777,0.6022368453858483,0.7014925373134329,0.41686367218282105,0.6444444444444444
0.04557640750670239,0.4999999999999999,0.04746515855382749,0.8746369771120839,0.0648413139122635,0.9106155003450777,0.6336755419914734,0.7014925373134329,0.2734436564223798,0.6444444444444444
0.04825737265415553,0.4999999999999999,0.050494849525348384,0.7922465642456797,0.06868566058690362,0.9114403147362159,0.5976873764550615,0.6370777690494894,0.3191489361702127,0.6444444444444444
0.05040214477211796,0.4999999999999999,0.05251464350636231,0.7729561164670602,0.07099226859168772,0.9127528697704873,0.5888083476666921,0.6307934014139828,0.3112687155240346,0.6444444444444444
0.05308310991957105,0.4999999999999999,0.05554433447788326,0.7911093303841219,0.07440946563581224,0.9146839415562963,0.5971689050373706,0.6622152395915161,0.4200157604412923,0.6444444444444444
0.05522788203753354,0.44999999999999996,0.05756412845889719,0.7817220475010012,0.07757037290162744,0.9132948170518298,0.592865486400477,0.6936370777690495,0.4184397163120567,0.6444444444444444
0.05522788203753354,0.44999999999999996,0.05756412845889719,0.8191583093926654,0.07757037290162744,0.9132948170518298,0.6097789951282995,0.6936370777690495,0.16075650118203305,0.6444444444444444
0.05790884718498657,0.44999999999999996,0.06059381943041814,0.737145911602555,0.08098756994575201,0.9150477205478383,0.5718361724759302,0.7014925373134329,0.34042553191489355,0.6444444444444444
0.06005361930294906,0.44999999999999996,0.06261361341143207,0.7147438896948051,0.08355046772884545,0.9153615046791851,0.5608816494190613,0.7250589159465829,0.43814026792750194,0.6444444444444444
0.06273458445040214,0.44999999999999996,0.06564330438295296,0.7142755810072154,0.08696766477296997,0.9168978354103646,0.5606497903421771,0.6936370777690495,0.4342001576044129,0.6444444444444444
0.06487935656836458,0.44999999999999996,0.06766309836396689,0.7582156407410319,0.08970142240826962,0.9167091519140644,0.5819005596025556,0.6229379418695994,0.4436564223798266,0.6444444444444444
0.06487935656836458,0.44999999999999996,0.06766309836396689,0.8023632599466349,0.08970142240826962,0.9167091519140644,0.6022726145054192,0.6229379418695994,0.10953506698187546,0.6444444444444444
0.06756032171581772,0.4999999999999999,0.07069278933548778,0.7387853581594634,0.09328947930460041,0.9176762667179771,0.572627480059944,0.5208169677926159,0.40819542947202514,0.6444444444444444
0.06970509383378015,0.4999999999999999,0.07271258331650171,0.7148525510545933,0.09585237708769384,0.9178788138757158,0.5609354305995845,0.7329143754909662,0.4042553191489361,0.6444444444444444
0.07238605898123324,0.4999999999999999,0.0752373257927691,0.6785563570465445,0.09926957413181836,0.9176338914437134,0.5426091418089668,0.7486252945797329,0.4271079590228526,0.6444444444444444
0.07506702412868632,0.4999999999999999,0.07776206826903653,0.6914938313419839,0.1014053222843962,0.9202175225243067,0.5492256923554814,0.7564807541241163,0.4278959810874704,0.6444444444444444
0.07506702412868632,0.44999999999999996,0.07776206826903653,0.6914938313419839,0.1014053222843962,0.9202175225243067,0.5492256923554814,0.7564807541241163,0.4278959810874704,0.6444444444444444
0.07774798927613946,0.44999999999999996,0.08028681074530403,0.650326982377183,0.10439536969800522,0.9208268273741356,0.5278359351054607,0.6779261586802827,0.4342001576044129,0.6444444444444444
0.08042895442359249,0.44999999999999996,0.08281155322157141,0.6780062153592255,0.10747084703771737,0.9212236584390805,0.5423256732180626,0.6622152395915161,0.4452324665090622,0.6444444444444444
0.08042895442359249,0.44999999999999996,0.08281155322157141,0.6780062153592255,0.10747084703771737,0.9212236584390805,0.6506650437082822,0.6622152395915161,0.4452324665090622,0.5022222222222222
0.08310991957104558,0.39999999999999997,0.08533629569783885,0.6910315687784709,0.11054632437742945,0.9215979798482195,0.6566605772560906,0.6582875098193244,0.3601260835303388,0.5022222222222222
0.08579088471849866,0.39999999999999997,0.08786103817410623,0.6592553250554368,0.11362180171714159,0.9219516540205188,0.6418768549492055,0.6700706991358995,0.3947990543735224,0.5022222222222222
0.08579088471849866,0.39999999999999997,0.08786103817410623,0.7298986705677135,0.11362180171714159,0.9219516540205188,0.6075171399060914,0.6700706991358995,0.156816390858944,0.591111111111111
0.08847184986595175,0.44999999999999996,0.09038578065037367,0.6574338319525451,0.11738071846567855,0.9209844945250177,0.5721462259106449,0.549096622152396,0.36170212765957444,0.591111111111111
0.09115281501340478,0.44999999999999996,0.09291052312664105,0.7010256016750673,0.12037076587928752,0.9214938671354271,0.5937638258218398,0.605655930871956,0.37194641449960597,0.591111111111111
0.09115281501340478,0.44999999999999996,0.09291052312664105,0.7010256016750673,0.12037076587928752,0.9214938671354271,0.5937638258218398,0.605655930871956,0.3790386130811662,0.591111111111111
0.09383378016085792,0.44999999999999996,0.09543526560290849,0.6320803280197396,0.12353167314510277,0.9216685561072853,0.5590744539005063,0.6779261586802827,0.38928289992119774,0.591111111111111
0.096514745308311,0.44999999999999996,0.09796000807917593,0.6707199286747361,0.1269488701892273,0.9213829782087567,0.5788473136326149,0.6700706991358995,0.3932230102442868,0.591111111111111
0.096514745308311,0.7,0.09796000807917593,0.7662279888483378,0.1269488701892273,0.9213829782087567,0.8180238776926787,0.6700706991358995,0.3167848699763593,0.3333333333333333
0.09919571045576409,0.7,0.10048475055544331,0.7480206246588659,0.12951176797232072,0.9225803235408654,0.5514318967792053,0.6370777690494894,0.4814814814814814,0.6799999999999999
0.10187667560321717,0.7,0.10300949303171075,0.7557025258509606,0.13292896501644524,0.922286343430566,0.5551732771970872,0.5742340926944226,0.35382190701339633,0.6799999999999999
0.10455764075067026,0.5999999999999999,0.10553423550797819,0.6840910191082792,0.13677331169108536,0.9213059905827193,0.5355278133105588,0.7014925373134329,0.3853427895981087,0.6577777777777778
0.10723860589812334,0.5999999999999999,0.10805897798424563,0.6889747323499513,0.14001964888300372,0.9213282590281945,0.5380437440100879,0.6465043205027494,0.36327817178881006,0.6577777777777778
0.10723860589812334,0.5999999999999999,0.10805897798424563,0.6934184651835218,0.14001964888300372,0.9213282590281945,0.5403212469623743,0.6465043205027494,0.36327817178881006,0.6577777777777778
0.10991957104557643,0.5999999999999999,0.11058372046051301,0.6961038239770037,0.14360770577933452,0.9208146750548004,0.5416921499988097,0.6229379418695994,0.35618597320724976,0.6577777777777778
0.11260053619302945,0.5999999999999999,0.11310846293678045,0.697830966366515,0.146170603562428,0.9218934603445135,0.5425717355229253,0.6331500392772977,0.3530338849487785,0.6577777777777778
0.11260053619302945,0.7,0.11310846293678045,0.7662279888483378,0.1269488701892273,0.9213829782087567,0.8180238776926787,0.6700706991358995,0.3167848699763593,0.3333333333333333
0.1152815013404826,0.7,0.014643506362351066,0.7480206246588659,0.12951176797232072,0.9225803235408654,0.5514318967792053,0.6370777690494894,0.4814814814814814,0.6799999999999999
0.11796246648793568,0.7,0.11815794788931527,0.7557025258509606,0.13292896501644524,0.922286343430566,0.5551732771970872,0.5742340926944226,0.35382190701339633,0.6799999999999999
0.12064343163538871,0.5999999999999999,0.12068269036558271,0.6840910191082792,0.13677331169108536,0.9213059905827193,0.5355278133105588,0.7014925373134329,0.3853427895981087,0.6577777777777778
0.12332439678284185,0.5999999999999999,0.1232074328418501,0.6889747323499513,0.14001964888300372,0.9213282590281945,0.5380437440100879,0.6465043205027494,0.36327817178881006,0.6577777777777778
0.12332439678284185,0.5999999999999999,0.1232074328418501,0.6934184651835218,0.14001964888300372,0.9213282590281945,0.5403212469623743,0.6465043205027494,0.36327817178881006,0.6577777777777778
0.12600536193029488,0.5999999999999999,0.12573217531811753,0.6961038239770037,0.14360770577933452,0.9208146750548004,0.5416921499988097,0.6229379418695994,0.35618597320724976,0.6577777777777778
0.12868632707774802,0.5999999999999999,0.12825691779438492,0.697830966366515,0.146170603562428,0.9218934603445135,0.5425717355229253,0.6331500392772977,0.3530338849487785,0.6577777777777778
0.12868632707774802,0.7,0.12825691779438492,0.7557025258509606,0.13292896501644524,0.922286343430566,0.5551732771970872,0.5742340926944226,0.35382190701339633,0.6799999999999999
0.1313672922252011,0.5999999999999999,0.1307816602706524,0.6840910191082792,0.13677331169108536,0.9213059905827193,0.5355278133105588,0.7014925373134329,0.3853427895981087,0.6577777777777778
0.13404825737265413,0.5999999999999999,0.13330640274691985,0.6889747323499513,0.14001964888300372,0.9213282590281945,0.5380437440100879,0.6465043205027494,0.36327817178881006,0.6577777777777778
0.13404825737265413,0.0,0.13330640274691985,0.5349043221634742,0.146170603562428,0.9565362117618185,0.23656325441110332,0.6331500392772977,0.11268715524034673,0.9377777777777778
0.13672922252010727,0.0,0.13583114522318723,0.7374686012102414,0.15044209986758367,0.9545363830953321,0.3662067828580673,0.3794186959937157,0.29944838455476747,0.9377777777777778
0.1394101876675603,0.0,0.13835588769945467,0.7269915272095686,0.1547135961727394,0.9526122529462827,0.36017424763022154,0.41084053417124905,0.30732860520094557,0.9377777777777778
0.1394101876675603,0.29999999999999993,0.13835588769945467,0.856054167973234,0.1547135961727394,0.9526122529462827,0.4359090396196989,0.41084053417124905,0.22852639873916467,0.9288888888888889
0.1420911528150134,0.44999999999999996,0.14088063017572205,0.7496779680517585,0.15898509247789505,0.9507596030826292,0.379144172989392,0.44776119402985076,0.3380614657210401,0.9288888888888889
0.14477211796246653,0.44999999999999996,0.1434053726519895,0.7030273994128585,0.16325658878305077,0.9489745229666015,0.3522326853093194,0.6779261586802827,0.4042553191489361,0.9288888888888889
0.14477211796246653,0.44999999999999996,0.1434053726519895,0.7030273994128585,0.16325658878305077,0.9489745229666015,0.3309131526707137,0.6779261586802827,0.4042553191489361,0.96
0.14745308310991956,0.39999999999999997,0.14593011512825693,0.7758820526175796,0.16667378582717524,0.9483048914483142,0.7636152744531477,0.549096622152396,0.5429472025216706,0.4088888888888889
0.15013404825737264,0.39999999999999997,0.14845485760452432,0.7634543794533123,0.16923668361026872,0.9486925139901036,0.7083903724004891,0.6936370777690495,0.6091410559495665,0.47555555555555556
0.15281501340482573,0.39999999999999997,0.15097960008079175,0.732397693855922,0.17265388065439324,0.948049655770217,0.6350839445449016,0.7014925373134329,0.6185973207249802,0.5555555555555556
0.1554959785522788,0.29999999999999993,0.15350434255705914,0.7570315410634791,0.17521677843748662,0.9484287808497274,0.6461501049583755,0.575019638648861,0.40977147360126076,0.5555555555555556
0.1554959785522788,0.29999999999999993,0.15350434255705914,0.7167852884298005,0.17521677843748662,0.9484287808497274,0.3542338137655005,0.575019638648861,0.22064617809298656,0.9377777777777778
0.15817694369973195,0.29999999999999993,0.15602908503332658,0.817975576044317,0.18034257400367354,0.9458433288300607,0.4104580238819985,0.5758051846032993,0.3790386130811662,0.9377777777777778
0.16085790884718498,0.29999999999999993,0.15855382750959401,0.7742523788858793,0.1841869206783136,0.9447938199912761,0.3868759668807931,0.6543597800471328,0.396375098502758,0.9377777777777778
0.16085790884718498,0.29999999999999993,0.15855382750959401,0.7742523788858793,0.1841869206783136,0.9447938199912761,0.5171858106616622,0.6543597800471328,0.396375098502758,0.7466666666666666
0.16353887399463807,0.29999999999999993,0.16107856998586145,0.7713908370554543,0.18760411772243818,0.9442529838241875,0.5157636954337723,0.6465043205027494,0.4034672970843183,0.7466666666666666
0.16621983914209115,0.29999999999999993,0.1636033124621289,0.7871153397870292,0.19187561402759384,0.9427936860912354,0.5235262882236561,0.549096622152396,0.4066193853427895,0.7466666666666666
0.16621983914209115,0.29999999999999993,0.1636033124621289,0.7871153397870292,0.19571996070223402,0.9385977200236313,0.5020206195199738,0.549096622152396,0.4066193853427895,0.7777777777777779
0.16890080428954424,0.29999999999999993,0.16612805493839627,0.7163707951639036,0.19871000811584294,0.9386268763034108,0.4653877863872614,0.5852317360565593,0.38061465721040183,0.7777777777777779
0.17158176943699732,0.29999999999999993,0.1686527974146637,0.7101291775713066,0.20127290589893643,0.9391067467676494,0.4620219759251002,0.6072270227808327,0.4003152088258471,0.7777777777777779
0.17158176943699732,0.24999999999999997,0.1686527974146637,0.7783123037301904,0.20127290589893643,0.9391067467676494,0.7882049136955429,0.6072270227808327,0.2135539795114263,0.37777777777777777
0.1742627345844504,0.39999999999999997,0.1711775398909311,0.6824019553118236,0.20383580368202986,0.9395729596053394,0.75068731315668,0.3668499607227023,0.5460992907801419,0.37777777777777777
0.1769436997319035,0.39999999999999997,0.17370228236719853,0.6401375676982993,0.2061424116868139,0.940289674777075,0.8064263806463734,0.603299293008641,0.5555555555555555,0.2888888888888889
0.17962466487935658,0.39999999999999997,0.17622702484346592,0.6942886796815557,0.20887616932211356,0.9405533391263147,0.791140123300051,0.5239591516103692,0.42316784869976354,0.3333333333333333
0.18230563002680966,0.35,0.17875176731973336,0.6909670068522118,0.211439067105207,0.9409807414141019,0.7189866458441986,0.5993715632364494,0.396375098502758,0.42222222222222217
0.18230563002680966,0.35,0.17875176731973336,0.7105617882525053,0.211439067105207,0.9409807414141019,0.7832485499897013,0.5993715632364494,0.43026004728132383,0.3511111111111111
0.18498659517426275,0.35,0.18127650979600082,0.6879929531379753,0.21502712400153773,0.9403847774320011,0.7743526010977211,0.624509033778476,0.4121355397951142,0.3511111111111111
0.18766756032171583,0.29999999999999993,0.1838012522722682,0.6667726577025848,0.21852975097176547,0.9398883920842094,0.7657748596552254,0.4422623723487824,0.42474389282899916,0.3511111111111111
0.18766756032171583,0.29999999999999993,0.1838012522722682,0.6667726577025848,0.21852975097176547,0.9398883920842094,0.5532503971239996,0.4422623723487824,0.42474389282899916,0.6222222222222222
0.19034852546916892,0.29999999999999993,0.18632599474853564,0.6609516870104618,0.22237409764640553,0.9390778392636373,0.5502483591286906,0.6276512175962294,0.412923561859732,0.6222222222222222
0.19302949061662195,0.29999999999999993,0.18885073722480306,0.6631520256754766,0.22579129469053005,0.9386931940128059,0.5513854482714826,0.5522388059701493,0.4121355397951142,0.6222222222222222
0.19302949061662195,0.19999999999999996,0.18885073722480306,0.6722730889131379,0.22579129469053005,0.9386931940128059,0.39323966411284994,0.5522388059701493,0.33096926713947983,0.8444444444444444
0.1957104557640751,0.24999999999999997,0.1913754797010705,0.6617242946141048,0.23091709025671692,0.9367260160614298,0.3870324282559434,0.4736842105263158,0.342789598108747,0.8444444444444444
0.19839142091152817,0.29999999999999993,0.19390022217733788,0.6498844323458266,0.23467600700525398,0.9360683478557471,0.37997955740341827,0.5695208169677927,0.3664302600472813,0.8444444444444444
0.19839142091152817,0.29999999999999993,0.19390022217733788,0.6498844323458266,0.23467600700525398,0.9360683478557471,0.49412552075991356,0.5695208169677927,0.3664302600472813,0.6888888888888889
0.2010723860589812,0.24999999999999997,0.19642496465360532,0.6562235014480168,0.23860578360599716,0.9352729535308736,0.49758483426131217,0.5208169677926159,0.39085894405043337,0.6888888888888889
0.20375335120643434,0.29999999999999993,0.19894970712987275,0.6548377153610089,0.2417666908718124,0.9351858615978745,0.49683069249884393,0.5443833464257659,0.3995271867612293,0.6888888888888889
0.20375335120643434,0.29999999999999993,0.19894970712987275,0.6548377153610089,0.2417666908718124,0.9351858615978745,0.3670417339112906,0.5443833464257659,0.3995271867612293,0.8666666666666666
0.20643431635388737,0.24999999999999997,0.20147444960614017,0.6593094660925841,0.24539746273119473,0.9346858184365633,0.36973307821781687,0.6307934014139828,0.3459416863672182,0.8666666666666666
0.20911528150134046,0.24999999999999997,0.2039991920824076,0.6568239100400428,0.24898551962752552,0.9342354952548223,0.3682387605712343,0.49725058915946585,0.34751773049645385,0.8666666666666666
0.20911528150134046,0.24999999999999997,0.2039991920824076,0.6568239100400428,0.24898551962752552,0.9342354952548223,0.4161690116686291,0.49725058915946585,0.34751773049645385,0.8
0.2117962466487936,0.24999999999999997,0.20652393455867502,0.6681937001283024,0.25261629148690784,0.9337594659640268,0.42273072209471374,0.5993715632364494,0.3506698187549251,0.8
0.21447721179624668,0.24999999999999997,0.20904867703494243,0.6460104214008239,0.2557771987527231,0.9336946651994428,0.40661481386927545,0.5192458758837393,0.3585500394011032,0.8044444444444443
0.21447721179624668,0.24999999999999997,0.20904867703494243,0.6460104214008239,0.2557771987527231,0.9336946651994428,0.44898472789472726,0.5192458758837393,0.3585500394011032,0.7466666666666666
0.2171581769436997,0.24999999999999997,0.21157341951120984,0.6757967659479039,0.25876724616633207,0.933775043589556,0.4656833319398256,0.4328358208955224,0.36170212765957444,0.7466666666666666
0.2198391420911528,0.24999999999999997,0.21409816198747725,0.6590704354836406,0.26329503224979706,0.932576459192894,0.456374315949925,0.44776119402985076,0.37037037037037035,0.7466666666666666
0.2198391420911528,0.24999999999999997,0.21409816198747725,0.6590704354836406,0.26329503224979706,0.932576459192894,0.4400998079185349,0.44776119402985076,0.37037037037037035,0.768888888888889
0.22252010723860594,0.24999999999999997,0.2166229044637447,0.6591763892588105,0.26713937892443723,0.9319671107044096,0.440160103643739,0.45168892380204245,0.3420015760441292,0.768888888888889
0.22520107238605902,0.24999999999999997,0.2191476469400121,0.6852079098331625,0.27081286574687113,0.9315104154340123,0.4547627567571542,0.5106048703849175,0.3569739952718676,0.768888888888889
0.22520107238605902,0.24999999999999997,0.2191476469400121,0.6852079098331625,0.27081286574687113,0.9315104154340123,0.4805401892409679,0.5106048703849175,0.3569739952718676,0.7333333333333334
0.22788203753351205,0.19999999999999996,0.22167238941627954,0.6833047804604586,0.2744009226432019,0.931132606344945,0.4795087906573084,0.5530243519245877,0.3530338849487785,0.7333333333333334
0.23056300268096513,0.24999999999999997,0.22419713189254695,0.6540856865523128,0.278245269317842,0.9305605553429906,0.4633987416121762,0.5090337784760408,0.36879432624113473,0.7333333333333334
0.23056300268096513,0.19999999999999996,0.22419713189254695,0.47880353928992464,0.278245269317842,0.9305605553429906,0.7481580063856077,0.5090337784760408,0.14026792750197,0.27555555555555555
0.23324396782841822,0.35,0.22672187436881436,0.5660619253381638,0.28208961599248217,0.9300014397270228,0.7874718459686859,0.4092694422623724,0.5799842395587076,0.27555555555555555
0.2359249329758713,0.39999999999999997,0.2292466168450818,0.5556466839404797,0.2844389389603178,0.9306112498858898,0.7830063804242118,0.6936370777690495,0.5177304964539007,0.27555555555555555
0.2359249329758713,0.39999999999999997,0.2292466168450818,0.5556466839404797,0.2844389389603178,0.9306112498858898,0.8105502311205679,0.6936370777690495,0.5177304964539007,0.24444444444444444
0.2386058981233244,0.39999999999999997,0.2317713593213492,0.5672965132455132,0.28657468711289563,0.9313720219179804,0.8153624404480295,0.7014925373134329,0.5918045705279747,0.24444444444444444
0.24128686327077747,0.39999999999999997,0.23429610179761662,0.5661417009816195,0.28871043526547346,0.9321172503992007,0.81488856692719,0.7014925373134329,0.5973207249802994,0.24444444444444444
0.24128686327077747,0.39999999999999997,0.23429610179761662,0.5661417009816195,0.28871043526547346,0.9321172503992007,0.7836143247869608,0.7014925373134329,0.5973207249802994,0.28
0.2439678284182306,0.35,0.23682084427388406,0.5793259101379139,0.2906326086027936,0.933007925193737,0.7892118657628848,0.7172034564021995,0.5642237982663514,0.28
0.24664879356568364,0.35,0.23934558675015147,0.5693966164456136,0.29255478194011364,0.9338809256172486,0.7850048057985447,0.7250589159465829,0.5981087470449171,0.28
0.24664879356568364,0.35,0.23934558675015147,0.5693966164456136,0.29255478194011364,0.9338809256172486,0.8240777665717667,0.7250589159465829,0.5981087470449171,0.23555555555555555
0.24932975871313673,0.35,0.2418703292264189,0.546612606577685,0.295117679723207,0.9342642965093712,0.8147262324711761,0.8271798900235664,0.6020488573680063,0.23555555555555555
0.2520107238605898,0.35,0.24439507170268632,0.5483510813788166,0.2972534278757849,0.9349518820332948,0.8154493336676532,0.8350353495679497,0.6059889676910952,0.23555555555555555
0.2520107238605898,0.35,0.24439507170268632,0.5483510813788166,0.2972534278757849,0.9349518820332948,0.8635881559991863,0.8350353495679497,0.6059889676910952,0.18222222222222229
0.2546916890080429,0.35,0.24691981417895373,0.556310585548922,0.29917560121310494,0.9357806248543304,0.8666601343594964,0.8586017282010998,0.6280535855003939,0.18222222222222229
0.257372654155496,0.35,0.24944455665522114,0.5215109205685557,0.30152492418094057,0.9362873423366601,0.8529938725128126,0.8373919874312648,0.7084318360914106,0.18222222222222229
0.257372654155496,0.35,0.24944455665522114,0.5215109205685557,0.30152492418094057,0.9362873423366601,0.5875071124383857,0.8373919874312648,0.7084318360914106,0.4826666666666667
0.26005361930294907,0.24999999999999997,0.2519692991314886,0.5449684653218149,0.3038315321857247,0.9368146414476465,0.5987330183839279,0.7329143754909662,0.45862884160756495,0.48444444444444446
0.26273458445040215,0.24999999999999997,0.254494041607756,0.5557111983100074,0.3068215795993336,0.9368512179657944,0.6044400318186735,0.586802827965436,0.4641449960598896,0.48444444444444446
0.26273458445040215,0.24999999999999997,0.254494041607756,0.4519208463669451,0.3068215795993336,0.9368512179657944,1.0,0.586802827965436,0.07013396375098499,0.004444444444444473
0.26541554959785524,0.24999999999999997,0.25701878408402345,0.5604005261086975,0.3087437529366537,0.937631017409786,0.7578308068580314,0.7093479968578162,0.9999999999999999,0.30666666666666664
0.26809651474530827,0.24999999999999997,0.25954352656029084,0.5420538556359562,0.3109649310153346,0.938189954238455,0.7495895308262484,0.7250589159465829,0.508274231678487,0.30666666666666664
0.26809651474530827,0.29999999999999993,0.25954352656029084,0.6871934509658508,0.3109649310153346,0.938189954238455,0.7633272667851073,0.7250589159465829,0.25689519306540576,0.36444444444444446
0.2707774798927614,0.35,0.2620682690365582,0.6547166803205686,0.3143821280594592,0.9379202586656663,0.7499210131725331,0.5192458758837393,0.49960598896769104,0.36444444444444446
0.2734584450402145,0.35,0.26459301151282566,0.6749372979429964,0.31694502584255263,0.9382344874413006,0.7583271862677675,0.6362922230950511,0.5003940110323088,0.36444444444444446
0.2734584450402145,0.35,0.26459301151282566,0.6749372979429964,0.31694502584255263,0.9382344874413006,0.7191564119753577,0.6362922230950511,0.5003940110323088,0.4133333333333333
0.2761394101876675,0.35,0.2671177539890931,0.6377752539931804,0.31950792362564606,0.9385429524398515,0.7028021346925861,0.6598586017282011,0.5137903861308116,0.4133333333333333
0.2788203753351206,0.35,0.26964249646536054,0.6765555381490144,0.3220708214087395,0.9388458108042194,0.7198527052954808,0.6700706991358995,0.5405831363278171,0.4133333333333333
0.2788203753351206,0.35,0.26964249646536054,0.6765555381490144,0.3220708214087395,0.9388458108042194,0.8462059283501734,0.6700706991358995,0.5405831363278171,0.2577777777777778
0.2815013404825737,0.29999999999999993,0.272167238941628,0.6461371007028861,0.32463371919183287,0.939143214016318,0.8349037554957426,0.7250589159465829,0.5642237982663514,0.2577777777777778
0.28418230563002683,0.29999999999999993,0.27469198141789536,0.6066053783363257,0.3267694673444107,0.9397146822220621,0.8195869996003657,0.7486252945797329,0.48620961386918826,0.2577777777777778
0.28418230563002683,0.29999999999999993,0.27469198141789536,0.6066053783363257,0.3267694673444107,0.9397146822220621,0.6593633841040141,0.7486252945797329,0.48620961386918826,0.44888888888888884
0.28686327077747986,0.24999999999999997,0.27721672389416274,0.6157965604835127,0.3299730895732775,0.9395837931893791,0.6637664301834392,0.6095836606441477,0.4609929078014184,0.44888888888888884
